surah,ayat,terjemahan_lemmatized
24,63,jadi panggil rasul panggil allah angsur angsur lindung kawan salah perintah rasul takut timpa coba timpa azab pedih
24,64,tahu punya allah langit bumi dalam hati manusia kembali nya terang nya kerja allah mengehui
25,1,suci allah turun al furqaan al quran nya beri ingat alam
25,2,punya nya raja langit bumi anak sekutu nya kuasa cipta tetap ukur ukur serap rapi
25,3,ambil tuhan tuhan nya sembah tuhan tuhan cipta apa cipta kuasa tolak kemudharatan ambil manfaat kuasa mati hidup bangkit
25,4,kafir al quran bohong ada adakan muhammad bantu kaum buat zalim dusta
25,5,dongeng dongeng minta tulis baca dongeng pagi petang
25,6,al quran turun allah rahasia langit bumi kam sayang
25,7,rasul makan makan jalan pasar pasar turun malaikat malaikat ingat
25,8,turun bendahara kebun bagi makan hasil zalim ikut lelaki kena sihir
25,9,perhati banding banding sesat sanggup jalan tentang rasul
25,10,suci allah jadi nya bagi surga surga alir sungai sungai bawah jadi nya untuk istana istana
25,11,dusta kiamat sedia neraka nyala nyala dusta kiamat
25,12,neraka dengar geram suara nyala
25,13,lempar sempit neraka belenggu harap binasa
25,14,harap binasa harap binasa
25,15,azab surga kekal janji takwa balas
25,16,surga hendak kekal dalam janji tuhan patut mohon nya
25,17,ingat allah himpun serta sembah allah allah sembah sesat ku sendiri sesat jalan
25,18,sembah suci engkau patut ambil engkau lindung engkau nikmat hidup lupa ingat engkau kaum binasa
25,19,sembah dusta tolak azab tolong diri buat zalim rasa azab
25,20,utus rasul rasul belum makan makan jalan pasar pasar jadi coba mau sabar tuhan
25,21,kata temu mengapa turun malaikat tuhan pandang lampau batasdalam zalim
25,22,malaikat hari kabar gembira dosa hijraan mahjuuraa
25,23,hadap amal kerja jadi amal debu bangan
25,24,huni huni surga palig tinggal indah istirahat
25,25,ingat langit pecah belah keluar kabut putih turun malaikat gelombang gelombang
25,26,raja hak punya tuhan murah penuh sukar kafir
25,27,ingat zalim gigit tangan seraya aduhai ambil jalan rasul
25,28,celaka besar bagi jadi sifulan teman akrab
25,29,sesat al quran al quran kepada syaitan tolong manusia
25,30,kata rasul ya tuhan kaum jadi al quran acuh
25,31,adakan nabi musuh dosa tuhan beri tunjuk tolong
25,32,kata kafir al quran turun turun kuat hati dengan baca tartil atur
25,33,kafir kepada bawa ganjil datang kepada jelas
25,34,himpun neraka seret buruk tempat sesat jalan
25,35,al kitab taurat musa jadi harun saudara serta wazir bantu
25,36,firman pergi dua kaum dusta ayat ayat binasa hancur hancur
25,37,kaum nuh dusta rasul rasul tenggelam jadi cerita ajar manusia sedia zalim azab pedih
25,38,kaum aad tsamud duduk rass generasi generasi kaum kaum
25,39,jadi umpama hancur hancur
25,40,kaum musyrik mekah negeri sadum hujan hujan jelek jelek hujan batu saksi runtuh harap bangkit
25,41,muhammad jadi ejek orang utus allah rasul
25,42,hampir sesat sembah sembah anda sabarmenyembahnya kelak azab sesat jalan
25,43,terang kepada jadi hawa nafsu tuhan pelihara atas
25,44,banyak dengar paham binatang ternak sesat jalan binatang ternak
25,45,perhati cipta tuhan panjang pendek bayang bayang jadi bayang bayang jadi matahari tunjuk bayang bayang
25,46,tarik bayang bayang tari perlahan lahan
25,47,jadi untuk malam pakai tidur istirahat jadi siang bangun usaha
25,48,tiup angin bawa kabar gembira datang rahmat nya hujan turun langit air bersih
25,49,hidup air negeri tanah mati minum air makhluk binatang binatang ternak manusia
25,50,gilir hujan manusia ambil ajar banyak manusia kecuali ingkar nikmat
25,51,andaikata utus negeri ingat rasul
25,52,ikut kafir jihad al quran jihad
25,53,biar laut alir damping tawar segar asin pahit jadi dinding batas halang
25,54,cipta manusia air jadi manusia turun mushaharah tuhan kuasa
25,55,sembah allah manfaat mudharat kafir tolong syaitan buat durhaka tuhan
25,56,utus bawa kabar gembira beri ingat
25,57,upah sedikit risalah harap patuh ambil jalan tuhan nya
25,58,bertawakkallah allah hidup kekal mati tasbih puji nya dosa dosa nya
25,59,cipta langit bumi enam semayam arsy murah tanya allah muhammad
25,60,sujud sayang sayang sujud tuhan perintah kamibersujud nya perintah sujud tambah iman
25,61,suci allah jadi langit gugus gugus bintang jadi matahari cahaya
25,62,jadi malam siang silih ganti ambil ajar syukur
25,63,tuhan sayang jalan bumi rendah hati jahil sapa kandung selamat
25,64,malam sujud diri tuhan
25,65,ya tuhan jauh azab azab binasa kekal
25,66,buruk buruk tetap diam
25,67,belanja harta kikir belanja
25,68,sembah tuhan serta allah bunuh jiwa haram allah bunuh kecuali alas zina balas dosa
25,69,lipat ganda azab untuk kiamat kekal azab hina
25,70,kecuali taubat iman amal saleh jahat ganti allah kebaji allah kam sayang
25,71,taubat amal saleh taubat allah taubat benar benar
25,72,saksi palsu temu buat buat faedah lalu jaga hormat
25,73,ingat ayat ayat tuhan hadap tuli buta
25,74,ya tuhan anugrahkanlah isteri isteri turun senang hati jadi imam takwa
25,75,balas martabat surga sabar sambut hormat ucap selamat dalam
25,76,kekal dalam surga tetap diam
25,77,musyrik tuhan indah ibadat ibadat nya dusta nya kelak azab timpa
26,1,thaa siim miim
26,2,ayat ayat al quran terang
26,3,muhammad binasa diri iman
26,4,hendak turun mukjizat langit senantiasa kuduk kuduk tunduk
26,5,kali ingat tuhan murah paling daripada
26,6,dusta al quran kelak nyata berita berita olok olok
26,7,perhati bumi banyak tumbuh bumi pelbagai tumbuh tumbuh
26,8,tanda kuasa allah banyak iman
26,9,tuhan perkasa sayang
26,10,ingat tuhan seru musa firman nya datang kaum zalim
26,11,kaum firaun takwa
26,12,musa ya tuhan takut dusta
26,13,sempit dada lancar lidah utus jibril harun
26,14,dosa takut bunuh
26,15,allah firman takut bunuh pergi dua bawa ayat ayat mukjizat mukjizat sama dengar
26,16,datang dua firaun oleh rasul tuhan semesta alam
26,17,lepas bani israil serta
26,18,firaun asuh kanak kanak tinggal umur
26,19,buat buat laku golong balas
26,20,musa laku khilaf
26,21,lari tinggal takut kepada tuhan kepada ilmu jadi salah rasul rasul
26,22,budi limpah kepada sebab budak bani israil
26,23,firaun tuhan semesta alam
26,24,musa tuhan cipta langit bumi tuhan percaya nya
26,25,firaun keliling dengar
26,26,musa tuhan tuhan nenek nenek moyang
26,27,firaun rasul utus gila
26,28,musa tuhan kuasa timur barat tuhan akal
26,29,firaun sembah tuhan jadi salah penjara
26,30,musa kendati tunjuk kepada terang nyata
26,31,firaun datang terang nyata
26,32,musa lempar tongkat tongkat ular nyata
26,33,tarik tangan baju tangan putih sinar
26,34,firaun besar besar keliling musa ahli sihir pandai
26,35,usir negeri sihir anjur
26,36,tunda urus saudara kirim negeri kumpul ahli sihir
26,37,ahli sihir pandai kepada
26,38,kumpul ahli ahli sihir tetap maklum
26,39,kumpul
26,40,moga ikut ahli ahli sihir menang
26,41,ahli ahli sihir mereka firaun upah menang
26,42,firaun ya dekat kepada
26,43,kata musa lempar lempar
26,44,lempar tali temali tongkat tongkat kuasa firaun menang
26,45,musa jatuh tongkat tel benda benda palsu adakan
26,46,sungkur ahli ahli sihir sujud allah
26,47,iman tuhan semesta alam
26,48,tuhan musa harun
26,49,firaun iman musa izin kepada pimpin ajar sihir kepada akibat buat potong tangan kaki silang salib
26,50,kemudharatan tuhan
26,51,tuhan ampun salah tama iman
26,52,wahyu perintah musa pergi malam bawa ku bani israil susul
26,53,firaun kirim kumpul tentara kota kota
26,54,firaun bani israil golong
26,55,timbul amarah
26,56,golong jaga jaga
26,57,keluar firaun kaum taman taman mata air
26,58,bendahara duduk mulia
26,59,hal anugerah bani israil
26,60,firaun bala tentara susul matahari terbit
26,61,golong kata ikut ikut musa susul
26,62,musa kali susul tuhan serta kelak tunjuk kepada
26,63,wahyu musa pukul laut tongkat belah laut bahan gunung
26,64,sana dekat golong
26,65,selamat musa serta
26,66,tenggelam golong
26,67,tanda mukjizat banyak iman
26,68,tuhan perkasa sayang
26,69,baca kisah ibrahim
26,70,bapak kaum sembah
26,71,sembah berhala berhala senantiasa tekun sembah
26,72,ibrahim berhala berhala dengar doa doa
26,73,dapat manfaat kepada mudharat
26,74,dapat nenek moyang buat
26,75,ibrahim perhati sembah
26,76,nenek moyang
26,77,sembah musuh kecuali tuhan semesta alam
26,78,tuhan cipta
26,79,tuhan makan minum kepada
26,80,sakit sembuh
26,81,mati hidup
26,82,ingin ampun salah kiamat
26,83,ibrahim doa ya tuhan beri kepada hikmah masuk golong saleh
26,84,jadi buah
26,85,jadi pusaka surga penuh nikmat
26,86,ampun bapak golong sesat
26,87,engkau hina bangkit
26,88,harta anak anak laki laki guna
26,89,kecuali hadap allah hati bersih
26,90,dekat surga takwa
26,91,neraka jahim sesat
26,92,mana berhala berhala sembah
26,93,allah dapat tolong tolong
26,94,sembah sembah jungkir neraka sesat
26,95,bala tentara iblis
26,96,tengkar neraka
26,97,allah dunia sesat nyata
26,98,sama tuhan semesta alam
26,99,sesat kecuali dosa
26,100,beri syafaat orang
26,101,teman akrab
26,102,dunia iman
26,103,tanda tanda kuasa allah banyak iman
26,104,tuhan perkasa sayang
26,105,kaum nuh dusta rasul
26,106,saudara nuh takwa
26,107,rasul percaya utus kepada
26,108,takwa allah taat kepada
26,109,kali upah kepada aja aja upah tuhan semesta alam
26,110,takwa allah taat kepada
26,111,iman kepada ikut hina
26,112,nuh kerja
26,113,hitung amal buat tuhan sadar
26,114,kali usir iman
26,115,beri ingat
26,116,henti nuh rajam
26,117,nuh ya tuhan kaum dusta
26,118,adakan putus antara selamat mukmin serta
26,119,selamat nuh serta kapal penuh muat
26,120,tenggelam tinggal
26,121,tanda kuasa allah banyak iman
26,122,tuhan perkasa sayang
26,123,kaum aad dusta rasul
26,124,saudara hud takwa
26,125,rasul percaya utus kepada
26,126,takwa allah taat kepada
26,127,kali upah kepada aja upah tuhan semesta alam
26,128,diri tanah bangun main main
26,129,benteng benteng maksud kekal dunia
26,130,siksa siksa kejam bengis
26,131,takwa allah taat kepada
26,132,takwa allah anugerah kepada tahu
26,133,anugerah kepada binatang binatang ternak anak anak
26,134,kebun kebun mata air
26,135,takut timpa azab
26,136,nasehat nasehat
26,137,agama adat biasa
26,138,kali azab
26,139,dusta hud tanda kuasa allah banyak iman
26,140,tuhan perkasa sayang
26,141,kaum tsamud dusta rasul rasul
26,142,saudara shaleh takwa
26,143,rasul percaya utus kepada
26,144,takwa allah taat kepada
26,145,kali upah kepada aja upah tuhan semesta alam
26,146,ada biar tinggal negeri aman
26,147,kebun kebun mata air
26,148,tanam tanam pohon pohon korma mayang lembut
26,149,pahat gunung gunung jadi rumah rumah rajin
26,150,takwa allah taat kepada
26,151,taat perintah lewat batas
26,152,rusa bumi ada baik
26,153,salah kena sihir
26,154,manusia datang mukjizat
26,155,shaleh ekor unta betina gilir air gilir air
26,156,sentuh unta betina jahat sebab timpa azab
26,157,bunuh sesal
26,158,timpa azab bukti nyata banyak iman
26,159,tuhan perkasa sayang
26,160,kaum luth dusta rasul rasul
26,161,saudara luth takwa
26,162,rasul percaya utus kepada
26,163,takwa allah taat kepada
26,164,kali upah kepada aja upah tuhan meta alam
26,165,jenis lelaki manusia
26,166,tinggal isteri isteri jadi tuhan untuk lampau batas
26,167,luth henti usir
26,168,luth benci buat
26,169,luth doa ya tuhan selamat serta keluarga akibat buat kerja
26,170,selamat serta keluarga
26,171,kecuali perempuan tua isterinya golong tinggal
26,172,
26,173,hujan hujan batu jelek hujan timpa ingat
26,174,sesunguhnya bukti bukti nyata banyak iman
26,175,tuhan perkasa sayang
26,176,duduk aikah dusta rasul rasul
26,177,syuaib takwa
26,178,rasul percaya utus kepada
26,179,takwa allah taat kepada
26,180,kali upah kepada aja upah tuhan semesta alam
26,181,sempurna takar rugi
26,182,timbang timbang lurus
26,183,rugi manusia hak hak rajalela bumi rusa
26,184,takwa allah cipta umat umat
26,185,salah kena sihir
26,186,manusia dusta
26,187,jatuh gumpal langit
26,188,syuaib tuhan kerja
26,189,dusta syuaib timpa azab naung awan azab azab
26,190,tanda kuasa allah banyak iman
26,191,tuhan perkasa sayang
26,192,al quran turun tuhan semesta alam
26,193,bawa turun ar ruh al amin jibril
26,194,hati muhammad salah ingat
26,195,bahasa arab
26,196,al quran kitab kitab
26,197,bukti ulama bani israil tahu
26,198,al quran turun salah golong arab
26,199,baca kafir iman
26,200,masuk al quran hati durhaka
26,201,iman azab pedih
26,202,datang azab dadak sadar
26,203,tangguh
26,204,segera azab
26,205,dapat nikmat hidup tahun
26,206,azab ancam
26,207,guna nikmat
26,208,binasa negeri bagi ingat
26,209,ingat kali laku zalim
26,210,al quran bawa turun syaitan syaitan
26,211,patut bawa turun al quran mereka kuasa
26,212,jauh dengar al quran
26,213,seru sembah tuhan samping allah sebab azab
26,214,ilah ingat kerabat kerabat dekat
26,215,rendah diri ikut iman
26,216,durhaka tanggung kerja
26,217,bertawakkallah allah perkasa sayang
26,218,diri sembahyang
26,219,ubah gerak badan sujud
26,220,dengar
26,221,berita kepada syaitan syaitan turun
26,222,turun dusta dosa
26,223,hadap dengar syaitan banyak dusta
26,224,sair sair ikut sesat
26,225,embara lembah
26,226,suka kerja
26,227,kecuali sair sair iman amal saleh sebut allah menang derita zalim zalim kelak
27,1,thaa siin surat ayat ayat al quran ayat ayat kitab
27,2,tunjuk berita gembira iman
27,3,diri sembahyang tunai zakat negeri akhirat
27,4,iman negeri akhirat jadi pandang indah buat buat gelimang sesat
27,5,dunia azab buruk akhirat rugi
27,6,al quran sisi allah bijaksana
27,7,ingat musa keluarga api kelak bawa kepada khabar daripada bawa kepada suluh api diang
27,8,api seru kati api suci allah tuhan semesta alam
27,9,allah firman musa allah perkasa bijaksana
27,10,lempar tongkat tongkat ular musa gerak gerak ekor ular gesit lari balik toleh musa takut jadi rasul takut hadap ku
27,11,laku zalim tukar zalim baik allah ampun seaungguhnya pangampun sayang
27,12,masuk tangan leher baju putih sinar sakit mukjizat sembilan buah mukjizat muka firaun kaum kaum fasik
27,13,mukjizat mukjizat kata sihir nyata
27,14,ingkar zalim sombong hati benar perhati sudah buat binasa
27,15,ilmu daud sulaiman puji allah lebih banyak hamba iman
27,16,sulaiman waris daud manusia erti suara burung kurnia nyata
27,17,himpun sulaiman tentara jin manusia burung atur tertib baris
27,18,lembah semut kata ekor semut semut semut masuk sarang sarang injak sulaiman tentara sadar
27,19,senyum tertawa dengar kata semut doa ya tuhan ilah ilham syukur nikmat mu engkau anugerah kepada bapak amal saleh engkau ridhai masuk rahmat mu golong mu saleh
27,20,periksa burung burung hud hud hadir
27,21,azab azab keras sembelih kecuali kepada alas terang
27,22,datang hud hud tahu bawa kepada negeri saba berita yakin
27,23,jumpa wanita perintah anugerah singgasana
27,24,dapat kaum sembah matahari allah syaitan jadi pandang indah buat buat halang jalan allah tunjuk
27,25,sembah allah keluar pendam langit bumi sembunyi nyata
27,26,allah tiada tuhan sembah kecuali tuhan arsy
27,27,sulaiman dusta
27,28,pergi bawa surat jatuh paling perhati bicara
27,29,balqis besar besar jatuh kepada surat mulia
27,30,surat suiaiman isi sebut nama allah murah sayang
27,31,laku sombong hadap datang kepada serah
27,32,balqis besar ilah timbang urus putus majelis
27,33,milik kuat milik berani peperangan putus tang timbang perintah
27,34,raja raja pasuk negeri binasa jadi duduk mulia hina pula buat
27,35,kirim utus bawa hadiah tunggu bawa utus utus
27,36,utus sulaiman sulaiman patut tolong harta allah kepada nya kepada bangga hadiah
27,37,kembali balatentara kuasa lawan usir negeri saba hina tawan tawan hina dina
27,38,sulaiman besar besar sanggup bawa singgasana kepada kepada serah
27,39,ifrit cerdik golong jin kepada bawa singgsana kepada diri duduk kuat bawa percaya
27,40,kata ilmu al kitab bawa singgasana kepada mata kedip sulaiman singgasana letak hadap iapun kurnia tuhan coba syukur ingkar nikmat nya syukur syukur baik ingkar tuhan kaya mulia
27,41,rubah bagi singgasana kenal kenal
27,42,balqis tanya singgasana akan singgasana singgasana tahu serah
27,43,sembah allah cegah lahir islam dahulu kafir
27,44,masuk istana lantai istana kira kolam air singkap betis kata sulaiman istana licin buat kaca kata balqis ya tuhan buat zalim diri serah sulaiman allah tuhan semesta alam
27,45,utus kaum tsamud saudara shaleh seru sembah allah golong musuh
27,46,kaum segera keburu baik ampun allah rahmat
27,47,nasib malang sebab serta shaleh nasib sisi allah kaum uji
27,48,kota sembilan laki laki rusa bumi buat baik
27,49,sumpah nama allah serang serta keluarga malam waris saksi mati keluarga
27,50,mereka rencana makar rencana makar sadar
27,51,perhati akibat makar binasa kaum
27,52,rumah rumah runtuh sebab zalim ajar kaum
27,53,selamat iman takwa
27,54,ingat kisah luth kaum buat fahisyah lihat
27,55,laki laki penuh nafsu wanita kaum akibat buat
27,56,kaum usir luth serta keluarga negeri dakwa bersih
27,57,selamat serta keluarga kecuali isterinya takdir tinggal binasa
27,58,turun hujan hujan batu buruk hujan timpa ingat
27,59,puji allah sejahtera nya pilih nya allah sekutu
27,60,cipta langit bumi turun air untuk langit tumbuh air kebun kebun pandang indah kali tumbuh pohon pohon samping allah tuhan simpang benar
27,61,jadi bumi diam jadi sungai sungai celah celah jadi gunung gunung kokoh jadi pisah laut samping allah tuhan banyak
27,62,kenan doa sulit doa nya hilang susah jadi manusia khalifah bumi samping allah tuhan sedikit ingat
27,63,pimpin gelap datar laut pula angin kabar gembira datang rahmat nya samping allah tuhan allah sekutu nya
27,64,cipta manusia mula ulang rezeki kepada langit bumi samping allah tuhan unjuk bukti benar
27,65,orang langit bumi perkara ghaib kecuali allah bangkit
27,66,tahu akhirat kesana ragu ragu akhirat buta daripada
27,67,kata kafir tanah keluar kubur
27,68,ancam dongeng dongeng
27,69,jalan bumi perhati akibat dosa
27,70,duka cita dada sempit tipudayakan
27,71,kafir datang azab
27,72,kepada azab segera
27,73,tuhan kurnia nya manusia banyak syukur
27,74,tuhan sembunyi hati nyata
27,75,tiada sesuatu ghaib langit bumi kitab nyata lauhul mahfuzh
27,76,al quran bani lsrail perkara perkara selisih tentang
27,77,al quran tunjuk rahmat iman
27,78,tuhan selesai perkara putus nya perkasa
27,79,takwa allah benar nyata
27,80,jadi mati dengar jadi tuli dengar panggil paling belakang
27,81,kali pimpin maling buta sesat jadi orang dengar kecuali iman ayat ayat serah
27,82,kata jatuh keluar jenis binatang lata bumi manusia ayat ayat
27,83,ingat kumpul umat golong dusta ayat ayat bagi kelompok kelompok
27,84,allah firman dusta ayat ayat ku ilmu liput kerja
27,85,jatuh kata azab sebab zalim
27,86,perhati jadi malam istirahat siang rang tanda tanda kuasa allah iman
27,87,ingat tiup sangkakala kejut langit bumi kecuali hendak allah hadap nya rendah
27,88,gunung gunung sangka tempat jalan jalan awan buat allah kokoh allah kerja
27,89,bawa baik oleh balas aman tenteram kejut dahsyat
27,90,bawa jahat sungkur neraka balas timpal kerja
27,91,perintah sembah tuhan negeri mekah jadi suci punya nya perintah serah
27,92,baca al quran manusia tunjuk tunjuk baik sesat salah beri ingat
27,93,puji allah kepada tanda tanda besar nya tahu tuhan tiada lalai kerja
28,1,thaa siin miim
28,2,ayat ayat kitab al quran nyata allah
28,3,baca kepada kisah musa firaun iman
28,4,firaun buat wenang wenang bumi jadi duduk pecah belah tindas golong sembelih anak laki laki biar hidup anak anak perempuan firaun buat rusa
28,5,karunia tindas bumi mesir jadi pimpin jadi waris bumi
28,6,teguh duduk bumi lihat firaun ham serta tentara khawatir
28,7,ilham musa susu khawatir jatuh sungai nil khawatir sedih hati kembali kepada jadi salah rasul
28,8,pungut firaun akibat musuh sedih firaun ham serta tentara salah
28,9,kata isteri firaun sejuk mata hati bagi bagi bunuh mudah mudah manfaat anak tiada sadar
28,10,kosong hati musa rahasia musa anda teguh hati percaya janji allah
28,11,kata musa saudara musa perempuan ikut lihat musa tahu
28,12,cegah musa susu perempuan perempuan susu kata saudara musa mau tunjuk kepada ahlul bait pelihara untuk laku
28,13,kembali musa ibu senang hati duka cita janji allah banyak manusia tahu
28,14,musa umur sempurna akal hikmah nabi tahu balas buat
28,15,musa masuk kota memphis duduk lengah dapat kota laki laki kelah golong bani israil musuh kaum firaun golong tolong kalah musuh musa tinju mati musuh musa buat syaitan syaitan musuh sesat nyata musuh
28,16,musa doa ya tuhan aniaya diri ampun allah ampun allah kam sayang
28,17,musa ya tuhan nikmat engkau anugerah kepada kali tiada tolong dosa
28,18,musa kota takut tunggu nunggu khawatir akibat buat tolong kemarin teriak tolong musa sesat nyata sesat
28,19,musa pegang keras musuh musuh musa bunuh kemarin bunuh manusia buat wenang wenang negeri salah ada damai
28,20,datang laki laki ujung kota gegas gegas seraya musa besar negeri runding bunuh keluar kota nasehat kepada
28,21,keluar musa kota takut tunggu nunggu khawatir doa ya tuhan selamat zalim
28,22,hadap jurus negeri mad yan doa mudah mudah tuhan pimpin jalan
28,23,sumber air negeri mad yan jumpa kumpul minum ternak jumpa wanita hambat ternak musa maksud buat at wanita minum ternak pengembala pengembala pulang ternak tua umur
28,24,musa minum ternak tolong teduh doa ya tuhan baik engkau turun kepada
28,25,datang musa salah wanita jalan malu malu bapak panggil balas baik minum ternak musa bapak syuaib cerita cerita syuaib takut selamat zalim
28,26,salah wanita ya bapak ambil kuat percaya
28,27,kata syuaib nikah salah anak dasar dengan delapan cukup puluh baik ati insya allah dapat
28,28,musa janji tentu sempurna tuntut tambah diri allah saksi ucap
28,29,musa selesai tentu berangkat keluarga lihat api lereng gunung keluarga tunggu api mudah mudah bawa berita kepada api bawa suluh api hangat badan
28,30,musa api seru arah pinggir lembah belah kanan kah batang pohon kayu ya musa allah tuhan semesta alam
28,31,lempar tongkat tongkat ular musa gerak gerak olah ekor ular gesit lari balik toleh musa seru musa datang ku takut aman
28,32,masuk tangan leher baju putih cacat sakit dekap tangan dada takut mukjizat tuhan hadap firaun besar besar fasik
28,33,musa ya tuhan bunuh manusia golong takut bunuh
28,34,saudara harun fasih lidah daripada utus sama bantu benar kata khawatir dusta
28,35,allah firman bantu saudara kepada dua kuasa capa berangkat dua bawa mukjizat dua ikut menang
28,36,musa bawa mukjizat mukjizat nyata sihir dengar seru nenek moyang
28,37,musa tuhan patut bawa tunjuk sisi nya sudah negeri akhirat menang zalim
28,38,firaun besar kaum tuhan bagi bakar ham untuk tanah liat buat untuk bangun tuhan musa dusta
28,39,laku angkuh firaun bala tentara bumi mesir alas sangka kembali
28,40,hukum firaun bala tentara lempar laut lihat akibat zalim
28,41,jadi pimpin pimpin seru manusia neraka kiamat tolong
28,42,ikut laknat dunia kiamat jauh rahmat allah
28,43,musa al kitab taurat generasi generasi pelita manusia tunjuk rahmat
28,44,muhammad sisi belah barat perintah musa tiada saksi
28,45,ada generasi lalu tinggal duduk mad yan baca ayat ayat utus rasul rasul
28,46,gunung thur seru musa beritahukan kepada rahmat tuhan ingat kaum quraisy kali beri ingat
28,47,azab timpa sebab kerja ya tuhan engkau utus rasul ikut ayat ayat engkau mukmin
28,48,benar sisi mengapa muhammad musa ingkar musa musa harun ahli sihir bantu bantu percaya
28,49,datang oleh kitab sisi allah kitab tunjuk taurat al quran ikut
28,50,tantang tahu ikut hawa nafsu belaka sesat ikut hawa nafsu tunjuk allah sedikit allah tunjuk zalim
28,51,turun kata al quran ajar
28,52,datang al kitab al quran iman al quran
28,53,baca al quran iman al quran benar tuhan benar
28,54,pahala kali sebab sabar tolak jahat baik rezeki nafkah
28,55,dengar kata manfaat paling daripada amal amal bagi amal amal sejahtera diri gaul jahil
28,56,tunjuk kasih allah tunjuk hendak nya allah terima tunjuk
28,57,ikut tunjuk usir negeri teguh duduk daerah haram tanah suci aman buah buah tumbuh tumbuh rezeki bagi sisi banyak
28,58,banyak duduk negeri senang senang hidup diam tiada ami kecuali waris
28,59,tuhan binasa kota kota utus ibukota rasul baca ayat ayat binasa kota kota kecuali duduk zalim
28,60,nikmat hidup duniawi hias sisi allah kekal paham
28,61,janji janji surga oleh nikmat hidup duniawi kiamat seret neraka
28,62,ingat allah seru seraya mana sekutu sekutu ku
28,63,kata hukum ya tuhan sesat sesat sesat lepas engkau kali sembah
28,64,seru oleh sekutu sekutu seru sekutu sekutu kenan seru azab terima tunjuk
28,65,ingat allah seru seraya jawab rasul
28,66,gelap alas
28,67,taubat iman amal saleh moga untung
28,68,tuhan cipta hendak pilih kali pilih suci allah sekutu
28,69,tuhan sembunyi dada nyata
28,70,allah tuhan hak sembah nya puji dunia akhirat nya tentu nya kembali
28,71,terang kepada allah jadi untuk malam terus kiamat tuhan allah sinar terang kepada dengar
28,72,terang kepada allah jadi untuk siang terus kiamat tuhan allah malam kepada istirahat perhati
28,73,rahmat nya jadi untuk malam siang istirahat malam cari karunia nya siang syukur nya
28,74,ingat allah seru seraya mana sekutu sekutu ku
28,75,datang umat saksi tunjuk bukti benar tahu hak punya allah lenyap dahulu adakan
28,76,karun kaum musa laku aniaya anugerah bendahara harta kunci kunci berat pikul kuat kuat ingat kaum bangga allah suka bangga
28,77,cari anugerah allah kepada bahagia negeri akhirat lupa bahagianmu nikmat duniawi buat baik allah buat kepada buat rusa bumi allah suka buat rusa
28,78,karun harta ilmu pada allah binasa umat umat kuat daripada kumpul harta dosa dosa dosa
28,79,keluar karun kaum megah kata hidup dunia moga moga karun untung
28,80,kata anugerah ilmu celaka besar bagi pahala allah iman amal saleh oleh pahala kecuali sabar
28,81,benam karun serta rumah bumi bagi golong tolong azab allah bela
28,82,kemarin cita cita duduk karun aduhai allah lapang rezeki hendak hamba sempit allah limpah karunia nya benam aduhai untung ingkar nikmat allah
28,83,negeri akhirat jadi sombong buat rusa bumi sudah takwa
28,84,bawa baik bagi pahala baik bawa jahat balas jahat imbang kerja
28,85,wajib atas laksana hukum hukum al quran kembali tuhan bawa tunjuk sesat nyata
28,86,harap al quran turun kepada turun rahmat tuhan kali tolong kafir
28,87,kali halang ayat ayat allah ayat ayat turun kepada seru jalan tuhan sekutu tuhan
28,88,sembah samping sembah allah tuhan apa tuhan hak sembah binasa kecuali allah nya tentu nya kembali
29,1,alif laam miim
29,2,manusia biar iman uji
29,3,uji allah dusta
29,4,jahat luput azab buruk tetap
29,5,harap temu allah janji allah dengar
29,6,jihad jihad allah kaya semesta alam
29,7,iman amal saleh hapus dosa dosa balas kerja
29,8,wajib manusia buat baik bapak paksa sekutu tahu ikut ku kembali kabar kepada kerja
29,9,iman amal saleh masuk golong saleh
29,10,manusia iman allah sakit iman allah anggap fitnah manusia azab allah tolong tuhan serta allah dada manusia
29,11,allah iman munafik
29,12,kata kafir iman ikut jalan pikul dosa dosa sedikit sanggup pikul dosa dosa dusta
29,13,pikul beban dosa beban beban dosa samping beban beban kiamat adakan
29,14,utus nuh kaum tinggal ribu puluh timpa banjir zalim
29,15,selamat nuh tumpang tumpang bahtera jadi peristiwa ajar umat manusia
29,16,ingat ibrahim kaum sembah oleh allah takwa nya bagi
29,17,sembah allah berhala dusta sembah allah rezeki kepada minta rezeki sisi allah sembah syukur nya nya kembali
29,18,kafir dusta umat dusta wajib rasul agama allah terang terang
29,19,perhati allah cipta manusia mula ulang mudah allah
29,20,jalan bumi perhati allah cipta manusia mula allah jadi allah kuasa
29,21,allah azab hendak nya rahmat hendak nya nya kembali
29,22,kali lepas azab allah bumi langit kali bagi lindung tolong allah
29,23,kafir ayat ayat allah temu putus asa rahmat ku azab pedih
29,24,kaum ibrahim bunuh bakar allah selamat api tanda tanda besar allah iman
29,25,ibrahim berhala berhala sembah allah cipta asa kasih sayang hidup dunia kiamat ingkar laknat kembali neraka kali bagi tolong
29,26,luth benar nabi kata ibrahim pindah perintah tuhan kepada perkasa bijaksana
29,27,anugrahkan kepda ibrahim ishak yaqub jadi nabi al kitab turun balas dunia akhirat saleh
29,28,ingat luth pada kaum buat keji orang umat umat
29,29,patut laki laki samun mungkar temu kaum datang azab allah
29,30,luth doa ya tuhan tolong timpa azab kaum buat rusa
